843888188783542300, B1 13160 Rit 33452 Amsterdam Oosterpark 1091AC 9 OLVGO C4 thorax chirurgie https://t.co/RTCJIZQRc1 #p2000, 52.3591188, 4.916442, <a href="http://watiserloos.in/" rel="nofollow">watiserloos.in</a>, 51239975, nl, 1490033597547, , , 
843890004732624900, B1 13407 Rit 33453 Amsterdam Oosterpark 1091AC 9 OLVGO seh https://t.co/aTtHtDHMim #p2000, 52.3591188, 4.916442, <a href="http://watiserloos.in/" rel="nofollow">watiserloos.in</a>, 51239975, nl, 1490034030503, , , 
843890542475984900, #ICDirect 1066 (V 19:51 van Amsterdam) naar Rotterdam Centraal rijdt vandaag niet. #fail Geld terug? Zie https://t.co/wQfqoWMoGC, 52.37888718, 4.90027761, <a href="https://sites.google.com/site/failrahsl/" rel="nofollow">FailraBot</a>, 278708054, nl, 1490034158711, , , 
843890848517570600, Dat je je als Amerikaan niet te pletter schaamt dat je president zo'n vreselijk mens is. Nederland is gelukkig op tijd ontwaakt. #dwdd, 52.34234234, 5.2201165, <a href="http://www.tweetcaster.com" rel="nofollow">TweetCaster for Android</a>, 75519052, nl, 1490034231677, , , 
843891131494613000, File op A15 Stilstaand verkeer #A15 #A15_MET #file #fileleed #verkeer https://t.co/5cwnyQCUOI, 51.85893, 5.29434, <a href="http://www.tomtom.com" rel="nofollow">Jamnet-NL</a>, 704264353940414500, nl, 1490034299144, , , 
843891183105531900, B1 13121 Rit 33455 Amsterdam De Boelelaan 1081HV 1117 VU 5D ccu https://t.co/7WjTPJurrZ #p2000, 52.3349075, 4.8731634, <a href="http://watiserloos.in/" rel="nofollow">watiserloos.in</a>, 51239975, nl, 1490034311449, , , 
843891765589528600, #ijsmeesters Jaap Eden bedankt namens de #deschaatsschool voor weer een seizoen met topijs.… https://t.co/asrBdeHMlA, 52.34873161, 4.94498557, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 14199399, nl, 1490034450324, , , 
843891937589547000, Amsterdam - De actie mbt de verdachte situatie  Josephus jittastraat wordt afgesloten. Ziet u iets verdachts? belt...https://t.co/IZ7FXVVmT1, 52.37944407, 4.81448186, <a href="http://www.burgernetnl.nl" rel="nofollow">BurgernetNL App</a>, 1870524908, nl, 1490034491332, , , 
843892400246456300, #alarm Prio: 1 Vechtpartij Molenwijk 1035EG Amsterdam - Molenwijk, 1035 Amsterdam, Netherlands, 52.4184761, 4.8893166, <a href="http://www.copspotter.nl" rel="nofollow">Cop Spotter</a>, 224671737, nl, 1490034601638, , , 
843892463639150600, Op het juiste moment droog 💨☔️ #oftochniet #workout @ Recreatieplas Toolenburg https://t.co/Yn7Q1rUYY9, 52.29911324, 4.65370462, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 114498132, nl, 1490034616752, , , 
843892592035225600, #ijsmeesters Jaap Eden toppers #taart @ Jaap Eden IJsbanen https://t.co/uPVbZH7zwC, 52.34873161, 4.94498557, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 14199399, nl, 1490034647364, , , 
843892624339734500, A1 13124 Rit 33457 Amsterdam Beursstraat 1012JT 21 Hotel Ben https://t.co/DAQ6muGeGa #p2000, 52.374608, 4.8967715, <a href="http://watiserloos.in/" rel="nofollow">watiserloos.in</a>, 51239975, nl, 1490034655066, , , 
843893132425154600, Love🖤 (@ Bierfabriek in Amsterdam, Noord-Holland) https://t.co/TyE5L87ybH, 52.37050486, 4.89339829, <a href="http://foursquare.com" rel="nofollow">Foursquare</a>, 119116662, nl, 1490034776203, , , 
843894317638963200, #ICDirect 955 (V 20:07 van Amsterdam Airport) naar Amsterdam Centraal is 5 minuten vertraagd., 52.30944443, 4.76194429, <a href="https://sites.google.com/site/failrahsl/" rel="nofollow">FailraBot</a>, 278708054, nl, 1490035058780, , , 
843894946797117400, #ICDirect 1066 (V 20:07 van Amsterdam Airport) naar Rotterdam Centraal rijdt vandaag niet. #fail Geld terug? Zie https://t.co/wQfqoWMoGC, 52.30944443, 4.76194429, <a href="https://sites.google.com/site/failrahsl/" rel="nofollow">FailraBot</a>, 278708054, nl, 1490035208783, , , 
843895027747106800, 🇳🇱🇳🇱🇳🇱 @ Amsterdam, Netherlands https://t.co/Ql5mbOy0X5, 52.3731, 4.8922, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 3307153925, nl, 1490035228083, , , 
843895251467157500, Lucas Hamming, op de 16e etage van de ADAM Toren. #ervaring @ A'dam Toren https://t.co/VYKE73E0Uv, 52.3838099, 4.90227, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 139768529, nl, 1490035281422, , , 
843895441158803500, Trowback naar afgelopen zaterdag met de CEO van HEMA. 🎊🎉 Mega leuk feest gehad in de RAI… https://t.co/YHEmbCQKz6, 52.34123, 4.88991, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 192588097, nl, 1490035326648, , , 
843895991292125200, P 2 Liftopsluiting , Dr. H. Colijnstraat 702 Amsterdam [ 13GG02 13ASO ] https://t.co/dN8NN8I9Wx #p2000, 52.3738007, 4.8909347, <a href="http://watiserloos.in/" rel="nofollow">watiserloos.in</a>, 51239975, nl, 1490035457810, , , 
843896208716456000, B1 13117 Rit 33460 Amsterdam Jan Tooropstraat 1061AE 164 OLVGW seh https://t.co/ftldxWMDP8 #p2000, 52.3703613, 4.8395754, <a href="http://watiserloos.in/" rel="nofollow">watiserloos.in</a>, 51239975, nl, 1490035509648, , , 
843896540288761900, Wel balen hoor geen brievenbus meer in de wijk @postnl gaat nergens over. Wonen veel ouderen in de wijk https://t.co/GMoIvVWpbs, 51.424004, 4.3235173, <a href="http://foursquare.com" rel="nofollow">Foursquare</a>, 67595073, nl, 1490035588701, , , 
843896717468717000, #NIEUW-VENNEP #KEN | Ongeval Letsel (frontaal: Vrachtwagen - https://t.co/LgcQ1imuI8) Eurolaan Nieuw-Vennep | https://t.co/Z3hxxlfjcK, 52.2644, 4.6347, <a href="http://112alarm.net" rel="nofollow">112alarm.net</a>, 19140633, nl, 1490035630944, , , 
843896802927693800, #KOOGAANDEZAAN #ZAW | Prio 1 Ongeval Wegvervoer Letsel De Glazenmaker Koog aan de Zaan | https://t.co/frIylS9EqI, 52.461832, 4.800416, <a href="http://112alarm.net" rel="nofollow">112alarm.net</a>, 19140633, nl, 1490035651319, , , 
843897438222073900, Rolletje in de film JA IK WIL. 
#jaikwil #film #acteur
.
. ☺
🙋 
If you like this work please 👋… https://t.co/s7knImZyL0, 52.36666667, 4.88333333, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 230956944, nl, 1490035802785, , , 
843897526461714400, Macaroni met aubergine uit het hart #hart #samenaantafel #aubergine #macaroni #honig… https://t.co/kfVbTH0bAz, 52.397051, 4.87067699, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 210909435, nl, 1490035823823, , , 
843897958613618700, Vandaag voorafgaand aan zaalvoetbal interland Nederland- België met KTP Nieuw Roden geoefend… https://t.co/706JURNY0c, 52.34234, 5.1582, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 239286289, nl, 1490035926856, , , 
843898021125480400, Op weg naar Den Haag! 4 dagen lang in samenwerking met CKM  staan we voor de 2e kamer, Plein 2.… https://t.co/N6S78TdiUx, 52.07561342, 4.31191515, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 793815251519213600, nl, 1490035941760, , , 
843898646764699600, A1 13109 Rit 33464 Amsterdam Thomas R. Malthusstraat 1066JR 5 PWC https://t.co/Wi4sRNND29 #p2000, 52.3399442, 4.8228804, <a href="http://watiserloos.in/" rel="nofollow">watiserloos.in</a>, 51239975, nl, 1490036090924, , , 
843899010008211500, A1 13102 Rit 33465 Amsterdam Kastanjeweg 1092CD 29 https://t.co/nALJS30plC #p2000, 52.3581481, 4.9237424, <a href="http://watiserloos.in/" rel="nofollow">watiserloos.in</a>, 51239975, nl, 1490036177528, , , 
843899955337203700, #alarm P1 Ongeval Wegvervoer Letsel De Glazenmaker Koog aan de Zaan - Glazenmakersveld 57, 1541 RB Koog aan de Zaan, Netherlands, 52.4611029, 4.8023297, <a href="http://www.copspotter.nl" rel="nofollow">Cop Spotter</a>, 224671737, nl, 1490036402912, , , 
843899956746485800, #alarm Ongeval Letsel (frontaal: Vrachtwagen - https://t.co/MkCOkdyUlR) Eurolaan Nieuw-Vennep - Eurolaan, 2153 Nieuw-Vennep, Netherlands, 52.2546367, 4.6285982, <a href="http://www.copspotter.nl" rel="nofollow">Cop Spotter</a>, 224671737, nl, 1490036403248, , , 
843899958596112400, #alarm 0110 - Oudezijds Achterburgwal 1921, 1012 DX Amsterdam, Netherlands, 52.3702157, 4.8951679, <a href="http://www.copspotter.nl" rel="nofollow">Cop Spotter</a>, 224671737, nl, 1490036403689, , , 
843900009322037200, #BADHOEVEDORP #KEN | Ongeval Letsel (auto - fietser) Stevinstraat Badhoevedorp | https://t.co/6pQW0iy1sI, 52.3431811, 4.7820595, <a href="http://112alarm.net" rel="nofollow">112alarm.net</a>, 19140633, nl, 1490036415783, , , 
843900065269932000, Even de toerist uithangen ✖️✖️✖️ @ Rembrandtplein https://t.co/Vi6yV7RB4L, 52.366019, 4.896642, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 2962608491, nl, 1490036429122, , , 
843900291720396800, #hartstichting #lezing #ehbo over #vrouwen en #hart en #vaatziekten @ Hoofddorp, Netherlands https://t.co/7DypJy2MB3, 52.3, 4.7, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 293998485, nl, 1490036483112, , , 
843900404006043600, Puur natuur @ Poland https://t.co/8m0DNmJ2Fu, 52, 19, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 1137735805, nl, 1490036509883, , , 
843900746961735700, P 1 Brandmelding OMS GGZ inGeest , Bocholtstraat 54 Amsterdam [ 13GG06 13ASP ] https://t.co/6ilcNxcd8r #p2000, 52.3465029, 4.8180109, <a href="http://watiserloos.in/" rel="nofollow">watiserloos.in</a>, 51239975, nl, 1490036591650, , , 
843900872673448000, I'm at Leidseplein in Amsterdam, Noord-Holland https://t.co/hv2o6s3D82, 52.36420851, 4.88308601, <a href="http://foursquare.com" rel="nofollow">Foursquare</a>, 109359307, nl, 1490036621622, , , 
843900887466688500, Primeiramente 😍 @ Zwanenburg https://t.co/JDjNoWIMzx, 52.3781, 4.7464, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 58343265, nl, 1490036625149, , , 
843900906903019500, Lange Frans bij het benefietdiner bij de voedselbankamsterdam "Zij gelooft in mij". samen met… https://t.co/Za34Cql0uY, 52.397051, 4.87067699, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 210909435, nl, 1490036629783, , , 
843901238131527700, #Intercity 1172 (V 20:53 van Breda) naar Den Haag Centraal rijdt vandaag niet. #fail Geld terug? Zie https://t.co/wQfqoWMoGC, 51.59555435, 4.78000021, <a href="https://sites.google.com/site/failrahsl/" rel="nofollow">FailraBot</a>, 278708054, nl, 1490036708754, , , 
843901239423356900, #Intercity 1175 (V 20:11 van Rotterdam) naar Breda rijdt vandaag niet. #fail Geld terug? Zie https://t.co/wQfqoWMoGC, 51.92499924, 4.46888876, <a href="https://sites.google.com/site/failrahsl/" rel="nofollow">FailraBot</a>, 278708054, nl, 1490036709062, , , 
843901867293921300, #ICDirect 957 (V 20:37 van Amsterdam Airport) naar Amsterdam Centraal is 16 minuten vertraagd. Geld terug? Zie https://t.co/wQfqoWMoGC, 52.30944443, 4.76194429, <a href="https://sites.google.com/site/failrahsl/" rel="nofollow">FailraBot</a>, 278708054, nl, 1490036858758, , , 
843902179639410700, hey spring 🌸

(fuck off) @ Vondel Park Amsterdam https://t.co/v2WfxtdEol, 52.3731, 4.89329, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 456684745, nl, 1490036933227, , , 
843902245989224400, A1 13106 Rit 33469 Amsterdam Olof Palmeplein https://t.co/qVMaBSYJNZ #p2000, 52.3967315, 4.9422649, <a href="http://watiserloos.in/" rel="nofollow">watiserloos.in</a>, 51239975, nl, 1490036949046, , , 
843903754806149100, #ICDirect 1061 (V 20:56 van Rotterdam) naar Amsterdam Centraal rijdt vandaag niet. #fail Geld terug? Zie https://t.co/wQfqoWMoGC, 51.92499924, 4.46888876, <a href="https://sites.google.com/site/failrahsl/" rel="nofollow">FailraBot</a>, 278708054, nl, 1490037308776, , , 
843903815942389800, #minicooper in #amsterdam @ Amsterdam, Netherlands https://t.co/MpDK5C74u7, 52.3731, 4.8922, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 3124393088, nl, 1490037323352, , , 
843904384081780700, #ICDirect 957 (V 20:10 van Rotterdam) naar Amsterdam Centraal is nu 20 minuten vertraagd. #fail Geld terug? Zie https://t.co/wQfqoWMoGC, 51.92499924, 4.46888876, <a href="https://sites.google.com/site/failrahsl/" rel="nofollow">FailraBot</a>, 278708054, nl, 1490037458807, , , 
843904583596433400, B1 13407 Rit 33472 Amsterdam Oosterpark 1091AC 9 OLVGO seh https://t.co/Dm6NLz2KcP #p2000, 52.3591188, 4.916442, <a href="http://watiserloos.in/" rel="nofollow">watiserloos.in</a>, 51239975, nl, 1490037506375, , , 
843905230291025900, Hallo wereld!  #6iTest Alles over Internet!, 52.36686168, 4.9404865, <a href="http://6i.nl" rel="nofollow">6i</a>, 600677100, nl, 1490037660559, , , 
843906846419304400, Enroute #COPDOX #rightsstuffnews (@ Amsterdam Airport @Schiphol in Schiphol, Noord-Holland) https://t.co/wTytrQRHKy, 52.31009883, 4.76216369, <a href="http://foursquare.com" rel="nofollow">Foursquare</a>, 89506873, nl, 1490038045874, , , 
843907236317597700, #WORMERVEER #ZAW | Prio 1 Ongeval Wegvervoer Letsel Big Gym Antillenstraat __  Wormerveer | https://t.co/HbpMhJXsAk, 52.482194, 4.808173, <a href="http://112alarm.net" rel="nofollow">112alarm.net</a>, 19140633, nl, 1490038138833, , , 
843907501594759200, #alarm P1 Ongeval Wegvervoer Letsel Big Gym Antillenstraat 1 Wormerveer - Antillenstraat 1, 1521 AT Wormerveer, Netherlands, 52.4821421, 4.8083735, <a href="http://www.copspotter.nl" rel="nofollow">Cop Spotter</a>, 224671737, nl, 1490038202080, , , 
843907507500302300, #alarm Ongeval Letsel (auto - fietser) Stevinstraat Badhoevedorp - Stevinstraat 40, 1171 Badhoevedorp, Netherlands, 52.3431648, 4.7820648, <a href="http://www.copspotter.nl" rel="nofollow">Cop Spotter</a>, 224671737, nl, 1490038203488, , , 
843908849757294600, #boekenbaldiner Vrijdag het Boekenbal. Vanavond het Boekenbaldiner. Met de leukste schrijvers… https://t.co/dEEBbKl1um, 52.3675, 4.89444, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 20903032, nl, 1490038523507, , , 
843909043437690900, B1 13198 Rit 33475 Amsterdam Oosterpark 1091AC 9 OLVGO C3 ccu https://t.co/YjGFvmp4Wv #p2000, 52.3591188, 4.916442, <a href="http://watiserloos.in/" rel="nofollow">watiserloos.in</a>, 51239975, nl, 1490038569684, , , 
843909417275998200, #ICDirect 959 (V 21:07 van Amsterdam Airport) naar Amsterdam Centraal is 7 minuten vertraagd., 52.30944443, 4.76194429, <a href="https://sites.google.com/site/failrahsl/" rel="nofollow">FailraBot</a>, 278708054, nl, 1490038658814, , , 
843909697447100400, Mabel • #gramthedam @ De Pijp https://t.co/t9CB9XaajI, 52.3531, 4.8961, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 17913440, nl, 1490038725612, , , 
843910007930404900, Me and my pops with tiny beers at Brouwerij 't IJ in #amsterdam on Saturday 👨‍👧🍻#beer #brewery… https://t.co/6Nb3Jfc2nP, 52.3666057, 4.92616834, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 159438114, nl, 1490038799637, , , 
843910406141874200, Off we go again 😍🌍✈ We komen er aan Nederland.

#travelling #ttot #travel #travelstagram… https://t.co/zpvDLdKPcM, 51.88984077, 0.26045346, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 1698263786, nl, 1490038894578, , , 
843910423116206100, Moet geen gewoonte worden...#hotchoclate #whipcream #ilhamisthebest 😃 @ Bastion Hotel Amsterdam… https://t.co/EeUtjAsyTd, 52.3337438, 4.9278795, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 546906104, nl, 1490038898625, , , 
843911244599902200, The Bijlmer Streetband #samenaantafel #benefietdiner #voedselbank #instafood #food #foodie… https://t.co/rS8iaF8ZaV, 52.397051, 4.87067699, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 210909435, nl, 1490039094482, , , 
843912563305975800, #ICDirect 1061 (V 21:23 van Amsterdam Airport) naar Amsterdam Centraal rijdt vandaag niet. #fail Geld terug? Zie https://t.co/wQfqoWMoGC, 52.30944443, 4.76194429, <a href="https://sites.google.com/site/failrahsl/" rel="nofollow">FailraBot</a>, 278708054, nl, 1490039408886, , , 
843912725394735100, Twee tweetups in twee dagen; een mens zou van minder stuk gaan #moe @ Amsterdam Central Train… https://t.co/vvnb7CgRwD, 52.37886324, 4.89953724, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 171477933, nl, 1490039447531, , , 
843912803106914300, #beautifuldestinations #beautifulamsterdam #canal #canalhouses #😃 @ Herengracht https://t.co/nZU8bPBTJ7, 52.36799622, 4.88807193, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 546906104, nl, 1490039466059, , , 
843913112558407700, P 1 Brandmelding OMS Tel,com Gebouw DC2 , Barbara Strozzilaan 251 Amsterdam [ 13GG06 13ASW ] https://t.co/nuAM10njtJ #p2000, 52.3356542, 4.887388, <a href="http://watiserloos.in/" rel="nofollow">watiserloos.in</a>, 51239975, nl, 1490039539838, , , 
843913821496459300, #Intercity 1168 (V 20:29 van Delft) naar Den Haag Centraal is nu 32 minuten vertraagd. #fail Geld terug? Zie https://t.co/wQfqoWMoGC, 52.00666809, 4.35638905, <a href="https://sites.google.com/site/failrahsl/" rel="nofollow">FailraBot</a>, 278708054, nl, 1490039708862, , , 
843913822599635000, #Intercity 1168 (V 20:38 van Den Haag HS) naar Den Haag Centraal is nu 32 minuten vertraagd. #fail Geld terug? Zie https://t.co/wQfqoWMoGC, 52.06972122, 4.32250023, <a href="https://sites.google.com/site/failrahsl/" rel="nofollow">FailraBot</a>, 278708054, nl, 1490039709125, , , 
843915264286646300, Met de coole boys van @streetlabtv tijdens het benefietdiner van de voedselbankamsterdam… https://t.co/1TVuZJBk9d, 52.397051, 4.87067699, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 210909435, nl, 1490040052850, , , 
843916338070540300, #ICDirect 961 (V 21:37 van Amsterdam Airport) naar Amsterdam Centraal is 7 minuten vertraagd., 52.30944443, 4.76194429, <a href="https://sites.google.com/site/failrahsl/" rel="nofollow">FailraBot</a>, 278708054, nl, 1490040308860, , , 
843917147889844200, Taxi Tesla #amsterdammmnnn ❤🚘 @ Amsterdam Netherlands 2017 https://t.co/O7IFfyj0kh, 52.3731, 4.89329, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 72516438, nl, 1490040501936, , , 
843919094650953700, B1 13103 Rit 33483 Amsterdam Oosterpark 1091AC 9 OLVGO C3 ccu https://t.co/GBpZFFI1uY #p2000, 52.3591188, 4.916442, <a href="http://watiserloos.in/" rel="nofollow">watiserloos.in</a>, 51239975, nl, 1490040966080, , , 
843919341653577700, 🔙👻👹👾👿🔙🚴🚴🚴🚴 @ Amsterdam, Netherlands https://t.co/BdrLoZNNGz, 52.3731, 4.8922, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 390114526, nl, 1490041024970, , , 
843919566984134700, Dat was weer een weekend ultiem genieten. Morgen weer aan het werk, lekker uitgerust en genoeg… https://t.co/GX4avNEDLz, 52.80341455, 6.27390883, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 139154776, nl, 1490041078693, , , 
843919635582009300, Drinks (@ Ice Bar in Amsterdam, Noord-Holland) https://t.co/lSOr6CL7rD, 52.36650317, 4.90017019, <a href="http://foursquare.com" rel="nofollow">Foursquare</a>, 96013775, nl, 1490041095048, , , 
